I,J,K,DL,RMIN,RMAX,"E""corr","deltaE""IJK",corr/uncorr,dDIJK*VIJK,Gsol,tot
61,46,41,C1,2.09,2.32,-695.4558124,-0.00000014,-0.00000009,0.00000013,0,0
61,46,45,C1,1.13,2.19,-695.4599124,0.00000235,0.0000044,-0.00000539,0,-0.002
61,53,41,C1,1.32,2.09,-695.4563151,0.00000037,0.00000047,-0.00000066,0,0
61,57,37,C1,1.18,2.09,-695.4601307,-0.00000243,-0.00000174,0.00000186,0,0
61,57,41,C1,1.13,1.18,-695.463782,-0.00005196,0.00000845,0.00000002,0,-0.033
61,57,45,C1,1.13,1.18,-695.4643283,0.00003979,0.00005635,0.00000707,0,0.029
61,57,53,C1,1.18,1.18,-695.4639616,-0.00001214,-0.00000179,0.00000255,0,-0.006
61,58,41,C1,1.86,2.09,-695.4554055,-0.00000107,-0.0000009,0.00000108,0,0
61,58,57,C1,1.18,2.19,-695.458951,0.00000135,0.00000425,-0.00000453,0,-0.002
62,41,21,C1,2.09,2.19,-695.4548817,0.00000096,0.00000109,-0.00000129,0,0
62,41,25,C1,1.13,2.19,-695.4581208,0.00000123,0.00000166,-0.000002,0,0
62,41,29,C1,1.32,2.19,-695.4554928,0.00000067,0.00000097,-0.00000119,0,0
62,41,37,C1,1.18,2.19,-695.4585279,0.00000277,0.00000351,-0.00000421,0,-0.001
62,42,21,C1,2.09,2.19,-695.4539423,0.00000056,0.00000067,-0.00000072,0,0
62,42,22,C1,2.09,2.09,-695.4532893,-0.00000069,-0.00000081,0.0000009,0,0
62,42,25,C1,1.86,2.09,-695.4545057,-0.00000006,-0.00000013,0.0000001,0,0
62,42,26,C1,1.13,2.09,-695.4564172,-0.00000331,-0.00000272,0.00000291,0,0
62,42,30,C1,1.32,2.09,-695.454068,0.0000009,0.00000109,-0.00000133,0,0
62,42,37,C1,2.09,2.32,-695.4540528,-0.00000004,-0.00000009,0.00000006,0,0
62,42,38,C1,1.18,2.09,-695.457227,-0.00000344,-0.00000281,0.0000031,0,0
62,42,41,C1,2.09,2.19,-695.4541466,-0.00000516,-0.00000603,0.00000702,0,0.001
62,43,42,C1,2.09,2.19,-695.4531178,0.00000154,0.00000186,-0.00000204,0,0
62,45,25,C1,1.86,2.09,-695.4562064,-0.00000105,-0.00000131,0.00000151,0,0
62,45,29,C1,1.13,1.86,-695.4602358,-0.00000126,-0.00000091,0.00000086,0,0
62,45,41,C1,1.18,1.86,-695.4598457,-0.00000342,-0.00000277,0.0000041,0,0
62,45,42,C1,1.86,2.09,-695.4551023,-0.00000105,-0.00000087,0.00000097,0,0
62,46,25,C1,1.13,2.19,-695.457877,0.00000059,0.000001,-0.00000134,0,0
62,46,26,C1,1.13,2.09,-695.4573574,-0.00000173,-0.00000108,0.00000102,0,0
62,46,29,C1,1.13,1.86,-695.4591963,-0.00000028,0.00000079,-0.00000105,0,-0.001
62,46,30,C1,1.13,1.13,-695.46135,-0.00001202,0.00000053,-0.00000164,0,-0.009
62,46,41,C1,1.13,2.19,-695.4579708,0.00000014,0.00000089,-0.00000134,0,-0.001
62,46,42,C1,1.13,1.18,-695.4617462,-0.00005751,0.00000086,0.00001223,0,-0.028
62,46,45,C1,1.13,1.86,-695.4593822,-0.00001429,-0.00000625,0.00000072,0,-0.009
62,47,42,C1,2.09,2.32,-695.4538291,-0.0000004,-0.00000037,0.00000053,0,0
62,47,46,C1,1.13,2.19,-695.4578798,0.00000368,0.00000586,-0.00000745,0,-0.002
62,53,41,C1,1.32,2.19,-695.4548658,0.00000001,0.00000006,-0.00000013,0,0
62,54,42,C1,1.32,2.09,-695.4533484,0.00000046,0.00000061,-0.0000007,0,0
62,57,37,C1,2.09,2.32,-695.4551514,-0.00000037,-0.00000046,0.00000058,0,0
62,57,41,C1,1.13,2.19,-695.4583594,-0.00000122,-0.00000064,0.00000103,0,0
62,57,42,C1,2.09,2.32,-695.4542303,-0.00000016,-0.00000014,0.00000014,0,0
62,57,45,C1,1.32,1.86,-695.4562907,0,0.00000036,-0.00000085,0,-0.001
62,57,46,C1,1.13,2.32,-695.458211,-0.00000051,0.00000003,-0.00000011,0,0
62,57,53,C1,1.18,2.32,-695.4589453,0.00000007,0.00000007,0.00000014,0,0
62,58,37,C1,1.18,2.19,-695.4579754,0.00000072,0.00000143,-0.00000129,0,0
62,58,38,C1,1.18,2.09,-695.4573914,-0.00000289,-0.0000024,0.00000268,0,0
62,58,41,C1,1.18,1.86,-695.4585058,-0.00000143,-0.00000021,0.00000099,0,0
62,58,42,C1,1.13,1.18,-695.460918,-0.00005802,0.00000027,0.00001154,0,-0.029
62,58,45,C1,1.18,1.86,-695.4593361,-0.00000508,-0.00000225,0.0000025,0,-0.002
62,58,46,C1,1.13,1.18,-695.4615823,0.00003963,0.00005739,0.00001332,0,0.033
62,58,53,C1,1.18,2.32,-695.4582278,0.00000003,0.00000019,-0.00000017,0,0
62,58,54,C1,1.18,1.18,-695.4614216,-0.00001206,-0.00000082,0.00000208,0,-0.006
62,58,57,C1,1.18,2.19,-695.4585022,-0.00000433,-0.00000357,0.00000362,0,0
62,59,42,C1,1.86,2.09,-695.4534693,-0.00000134,-0.0000012,0.00000145,0,0
62,59,58,C1,1.18,2.19,-695.4572291,0.00000179,0.00000478,-0.00000531,0,-0.002
62,61,41,C1,2.09,2.19,-695.4559205,-0.00000568,-0.00000664,0.00000778,0,0.001
62,61,42,C1,2.09,2.19,-695.4549321,0.00000133,0.00000163,-0.00000178,0,0
62,61,45,C1,1.13,1.86,-695.4605204,-0.00002061,-0.00001197,0.00001044,0,-0.006
62,61,46,C1,1.13,2.19,-695.4589546,-0.00000107,0.0000001,-0.00000029,0,-0.001
62,61,57,C1,1.18,2.19,-695.4599262,-0.00001051,-0.00001063,0.0000126,0,0.001
62,61,58,C1,1.18,2.19,-695.4589331,0.00000141,0.00000403,-0.00000457,0,-0.002
63,42,21,C1,2.19,2.19,-695.4534159,-0.00000058,-0.00000066,0.00000081,0,0
63,42,22,C1,2.09,2.19,-695.4527494,0.00000097,0.0000011,-0.0000013,0,0
63,42,25,C1,1.86,2.19,-695.4539906,-0.00000015,-0.00000012,0.0000002,0,0
63,42,26,C1,1.13,2.19,-695.4558427,0.00000174,0.00000226,-0.00000275,0,-0.001
63,42,30,C1,1.32,2.19,-695.4535121,0.00000064,0.00000095,-0.00000114,0,0
63,42,37,C1,2.19,2.32,-695.4535436,-0.00000001,-0.00000002,-0.00000001,0,0
63,42,38,C1,1.18,2.19,-695.4566311,0.00000191,0.00000255,-0.00000293,0,-0.001
63,42,41,C1,2.19,2.19,-695.4536895,0.00000152,0.00000175,-0.00000208,0,0
63,43,22,C1,2.09,2.19,-695.4528616,0.00000056,0.00000066,-0.00000072,0,0
63,43,23,C1,2.09,2.09,-695.4532532,-0.00000069,-0.00000081,0.00000089,0,0
63,43,26,C1,1.86,2.09,-695.4534077,-0.00000031,-0.00000044,0.00000042,0,0
63,43,27,C1,1.13,2.09,-695.45638,-0.00000333,-0.00000275,0.00000291,0,0
63,43,31,C1,1.32,2.09,-695.4539831,0.00000087,0.00000107,-0.00000131,0,0
63,43,38,C1,2.09,2.32,-695.4529784,0.00000004,0,-0.00000003,0,0
63,43,39,C1,1.18,2.09,-695.457191,-0.00000348,-0.00000286,0.00000308,0,0
63,43,42,C1,2.09,2.19,-695.4530532,-0.00000519,-0.00000605,0.00000707,0,0.001
63,44,43,C1,2.09,2.19,-695.4541386,0.00000153,0.00000187,-0.00000204,0,0
63,46,25,C1,1.86,2.19,-695.4548453,0.00000034,0.00000042,-0.00000052,0,0
63,46,26,C1,1.86,2.09,-695.4542706,-0.00000098,-0.00000123,0.00000138,0,0
63,46,29,C1,1.86,1.86,-695.4561649,-0.00000076,-0.00000074,0.00000078,0,0
63,46,30,C1,1.13,1.86,-695.4582677,-0.00000253,-0.00000226,0.00000283,0,0
63,46,41,C1,1.86,2.32,-695.4550044,-0.00000045,-0.00000048,0.00000061,0,0
63,46,42,C1,1.18,1.86,-695.4581651,-0.00000375,-0.00000312,0.00000448,0,0
63,46,43,C1,1.86,2.09,-695.4541848,-0.00000085,-0.00000062,0.00000068,0,0
63,46,45,C1,1.86,2.19,-695.4558141,-0.00000032,-0.00000032,0.00000034,0,0
63,47,26,C1,1.13,2.19,-695.4567437,0.00000051,0.00000099,-0.0000012,0,0
63,47,27,C1,1.13,2.09,-695.4572728,-0.00000169,-0.00000106,0.00000095,0,0
63,47,30,C1,1.13,1.86,-695.4582162,-0.00000039,0.00000078,-0.00000096,0,-0.001
63,47,31,C1,1.13,1.13,-695.4612224,-0.00001202,0.00000052,-0.00000166,0,-0.009
63,47,42,C1,1.13,2.19,-695.4568324,-0.00000005,0.0000007,-0.0000009,0,-0.001
63,47,43,C1,1.13,1.18,-695.4616586,-0.00005743,0.00000096,0.00001224,0,-0.028
63,47,46,C1,1.13,1.86,-695.4583845,-0.000014,-0.00000589,0.00000002,0,-0.009
63,48,43,C1,2.09,2.32,-695.4543823,-0.0000003,-0.00000026,0.0000004,0,0
63,48,47,C1,1.13,2.19,-695.4583587,0.00000341,0.00000569,-0.00000697,0,-0.002
63,54,42,C1,1.32,2.19,-695.4527273,-0.00000035,-0.00000035,0.00000046,0,0
63,55,43,C1,1.32,2.09,-695.4533117,0.00000046,0.00000061,-0.0000007,0,0
63,58,37,C1,2.19,2.32,-695.4536615,0.00000007,0.00000008,-0.00000013,0,0
63,58,38,C1,2.09,2.32,-695.4529929,-0.00000033,-0.00000042,0.00000053,0,0
63,58,41,C1,1.86,2.32,-695.4542491,-0.0000005,-0.00000055,0.00000063,0,0
63,58,42,C1,1.13,2.19,-695.4560457,-0.0000018,-0.0000012,0.00000197,0,0
63,58,43,C1,2.09,2.32,-695.4530981,-0.00000027,-0.00000027,0.0000003,0,0
63,58,46,C1,1.32,1.86,-695.4542892,0.00000001,0.00000038,-0.00000088,0,-0.001
63,58,47,C1,1.13,2.32,-695.457032,-0.00000076,-0.00000032,0.00000036,0,0
63,58,53,C1,2.32,2.32,-695.453921,-0.00000011,-0.00000013,0.00000017,0,0
63,58,54,C1,1.18,2.32,-695.4569821,0.00000016,0.00000013,-0.00000012,0,0
63,58,57,C1,2.19,2.32,-695.4540942,0.0000001,0.0000001,-0.00000007,0,0
63,59,38,C1,1.18,2.19,-695.4569047,0.00000072,0.00000131,-0.00000127,0,0
63,59,39,C1,1.18,2.09,-695.4573525,-0.00000284,-0.00000235,0.00000262,0,0
63,59,42,C1,1.18,1.86,-695.4574084,-0.00000181,-0.00000077,0.00000143,0,0
63,59,43,C1,1.13,1.18,-695.460876,-0.00005812,0.00000013,0.00001151,0,-0.029
63,59,46,C1,1.18,1.86,-695.4584179,-0.00000466,-0.00000171,0.00000181,0,-0.002
63,59,47,C1,1.13,1.18,-695.4614937,0.00003922,0.00005689,0.00001416,0,0.033
63,59,54,C1,1.18,2.32,-695.4571288,0.00000015,0.00000027,-0.00000033,0,0
63,59,55,C1,1.18,1.18,-695.4613784,-0.00001198,-0.00000078,0.0000019,0,-0.006
63,59,58,C1,1.18,2.19,-695.4573686,-0.00000436,-0.00000379,0.00000356,0,0
63,60,43,C1,1.86,2.09,-695.4545432,-0.0000016,-0.0000015,0.0000018,0,0
63,60,59,C1,1.18,2.19,-695.4583181,0.00000204,0.00000502,-0.0000057,0,-0.002
63,62,41,C1,2.19,2.19,-695.454557,0.00000177,0.00000202,-0.00000246,0,0
63,62,42,C1,2.09,2.19,-695.4539301,-0.00000546,-0.00000639,0.00000749,0,0.001
63,62,43,C1,2.09,2.19,-695.4539585,0.00000124,0.00000152,-0.00000165,0,0
63,62,45,C1,1.86,2.19,-695.4558508,0.00000025,0.00000027,-0.00000045,0,0
63,62,46,C1,1.13,1.86,-695.4585192,-0.00002251,-0.00001393,0.00001347,0,-0.006
63,62,47,C1,1.13,2.19,-695.4579232,-0.00000115,-0.00000006,-0.00000004,0,-0.001
63,62,57,C1,2.19,2.32,-695.4548572,0.00000025,0.00000027,-0.00000024,0,0
63,62,58,C1,1.18,2.19,-695.4581397,-0.00000945,-0.00000949,0.00001092,0,0.001
63,62,59,C1,1.18,2.19,-695.4579544,0.00000162,0.00000423,-0.00000486,0,-0.002
63,62,61,C1,2.19,2.19,-695.4556126,-0.00000174,-0.00000212,0.00000226,0,0
64,43,22,C1,2.19,2.19,-695.4529653,-0.00000054,-0.00000061,0.00000074,0,0
64,43,23,C1,2.09,2.19,-695.4533438,0.00000101,0.00000115,-0.00000135,0,0
64,43,26,C1,1.86,2.19,-695.4535199,0.00000013,0.00000018,-0.0000002,0,0
64,43,27,C1,1.13,2.19,-695.4564364,0.00000176,0.00000228,-0.00000279,0,-0.001
64,43,31,C1,1.32,2.19,-695.4540608,0.00000068,0.00000099,-0.0000012,0,0
64,43,38,C1,2.19,2.32,-695.4530986,-0.00000005,-0.00000007,0.00000007,0,0
64,43,39,C1,1.18,2.19,-695.4572275,0.00000205,0.00000274,-0.00000317,0,-0.001
64,43,42,C1,2.19,2.19,-695.4532226,0.00000155,0.00000177,-0.00000212,0,0
64,44,23,C1,2.09,2.19,-695.454458,0.00000065,0.00000076,-0.00000085,0,0
64,44,24,C1,2.09,2.09,-695.4559039,-0.00000076,-0.00000089,0.00000095,0,0
64,44,27,C1,1.86,2.09,-695.4550142,-0.0000003,-0.00000043,0.00000041,0,0
64,44,28,C1,1.13,2.09,-695.4591527,-0.00000346,-0.00000307,0.00000308,0,0
64,44,32,C1,1.32,2.09,-695.4561414,0.00000081,0.00000097,-0.00000127,0,0
64,44,39,C1,2.09,2.32,-695.454583,0,-0.00000004,0.00000004,0,0
64,44,40,C1,1.18,2.09,-695.4596126,-0.0000027,-0.00000184,0.00000209,0,0
64,44,43,C1,2.09,2.19,-695.4546711,-0.00000534,-0.00000623,0.00000728,0,0.001
64,47,26,C1,1.86,2.19,-695.4543444,0.0000002,0.00000026,-0.00000031,0,0
64,47,27,C1,1.86,2.09,-695.454821,-0.00000074,-0.00000096,0.00000105,0,0
64,47,30,C1,1.86,1.86,-695.4558162,-0.00000068,-0.00000064,0.00000067,0,0
64,47,31,C1,1.13,1.86,-695.4587777,-0.00000211,-0.00000178,0.00000211,0,0
64,47,42,C1,1.86,2.32,-695.4544966,-0.00000043,-0.00000046,0.00000056,0,0
64,47,43,C1,1.18,1.86,-695.4587209,-0.00000336,-0.0000026,0.00000382,0,0
64,47,44,C1,1.86,2.09,-695.4557491,-0.00000058,-0.00000033,0.00000031,0,0
64,47,46,C1,1.86,2.19,-695.4554439,-0.00000009,-0.00000003,0,0,0
64,48,27,C1,1.13,2.19,-695.4579791,0.00000068,0.00000117,-0.00000139,0,0
64,48,28,C1,1.13,2.09,-695.4594952,-0.00000158,-0.00000084,0.0000008,0,0
64,48,31,C1,1.13,1.86,-695.4594096,-0.00000044,0.00000069,-0.00000088,0,-0.001
64,48,32,C1,1.13,1.13,-695.46305,-0.0000127,-0.0000005,0.00000011,0,-0.008
64,48,43,C1,1.13,2.19,-695.4580719,-0.00000039,0.0000003,-0.00000032,0,0
64,48,44,C1,1.13,1.18,-695.4636143,-0.00005277,0.0000078,0.00000324,0,-0.031
64,48,47,C1,1.13,1.86,-695.4595537,-0.00001445,-0.00000633,0.00000079,0,-0.009
64,55,43,C1,1.32,2.19,-695.4533244,-0.0000004,-0.00000039,0.00000051,0,0
64,56,44,C1,1.32,2.09,-695.4560152,0.00000042,0.0000006,-0.0000006,0,0
64,59,38,C1,2.19,2.32,-695.4532185,0.00000011,0.00000012,-0.00000017,0,0
64,59,39,C1,2.09,2.32,-695.4535853,-0.00000034,-0.00000043,0.00000055,0,0
64,59,42,C1,1.86,2.32,-695.4537764,-0.00000044,-0.00000048,0.00000059,0,0
64,59,43,C1,1.13,2.19,-695.4566416,-0.00000185,-0.00000124,0.00000205,0,0
64,59,44,C1,2.09,2.32,-695.454709,-0.00000024,-0.00000022,0.00000023,0,0
64,59,47,C1,1.32,1.86,-695.4548426,-0.00000009,0.00000027,-0.00000075,0,-0.001
64,59,48,C1,1.13,2.32,-695.4582629,-0.00000065,-0.0000002,0.00000018,0,0
64,59,54,C1,2.32,2.32,-695.4534503,-0.0000001,-0.00000012,0.00000015,0,0
64,59,55,C1,1.18,2.32,-695.4575713,0.00000014,0.00000013,-0.0000001,0,0
64,59,58,C1,2.19,2.32,-695.4535913,0.0000001,0.00000011,-0.00000008,0,0
64,60,39,C1,1.18,2.19,-695.4582922,0.00000088,0.0000015,-0.0000015,0,0
64,60,40,C1,1.18,2.09,-695.4598083,-0.00000271,-0.00000238,0.00000245,0,0
64,60,43,C1,1.18,1.86,-695.4588209,-0.00000071,0.00000052,-0.00000023,0,-0.001
64,60,44,C1,1.13,1.18,-695.4634393,-0.0000603,-0.00000177,0.00001659,0,-0.027
64,60,47,C1,1.18,1.86,-695.4597871,-0.00000469,-0.00000176,0.00000175,0,-0.002
64,60,48,C1,1.13,1.18,-695.4635225,0.000034,0.00005198,0.00002494,0,0.037
64,60,55,C1,1.18,2.32,-695.4585215,0.0000002,0.00000036,-0.00000043,0,0
64,60,56,C1,1.18,1.18,-695.4636699,-0.00001189,-0.00000045,0.00000122,0,-0.007
64,60,59,C1,1.18,2.19,-695.4587963,-0.0000044,-0.00000377,0.00000359,0,-0.001
64,63,42,C1,2.19,2.19,-695.4540343,0.00000162,0.00000184,-0.00000222,0,0
64,63,43,C1,2.09,2.19,-695.4544683,-0.00000536,-0.00000628,0.00000735,0,0.001
64,63,44,C1,2.09,2.19,-695.4555016,0.00000134,0.00000164,-0.00000181,0,0
64,63,46,C1,1.86,2.19,-695.4555007,0.00000008,0.0000001,-0.0000002,0,0
64,63,47,C1,1.13,1.86,-695.4590105,-0.00002253,-0.00001406,0.00001348,0,-0.006
64,63,48,C1,1.13,2.19,-695.4590894,-0.00000071,0.00000046,-0.0000006,0,-0.001
64,63,58,C1,2.19,2.32,-695.4542936,0.00000035,0.00000039,-0.00000042,0,0
64,63,59,C1,1.18,2.19,-695.4586717,-0.00000931,-0.00000923,0.00001066,0,0.001
64,63,60,C1,1.18,2.19,-695.4592975,0.00000066,0.00000312,-0.00000369,0,-0.002
64,63,62,C1,2.19,2.19,-695.4552014,-0.00000151,-0.00000185,0.00000192,0,0
65,2,1,C1,1.07,1.07,-695.4661949,0.00001199,0.00009299,-0.00011173,0,-0.063
65,3,2,C1,1.07,2.19,-695.4598657,0.00000371,0.00000668,-0.00000719,0,-0.002
65,5,1,C1,1.07,1.07,-695.4701232,-0.00011326,-0.00000075,-0.00000735,0,-0.076
65,5,2,C1,1.07,1.07,-695.4652934,-0.00010796,-0.00012055,0.0001369,0,0.018
65,6,1,C1,1.07,1.07,-695.4651653,-0.00011721,-0.00005196,0.00008211,0,-0.022
65,6,2,C1,1.07,1.07,-695.4687631,-0.00008272,0.00002691,-0.00004802,0,-0.082
65,6,5,C1,1.07,1.07,-695.4643967,0.00003282,0.00011358,-0.00013753,0,-0.066
65,7,2,C1,1.07,2.32,-695.4589514,-0.00000357,-0.00000295,0.00000338,0,0
65,7,6,C1,1.07,2.19,-695.4580119,-0.00001622,-0.00001883,0.00002186,0,0.004
65,9,1,C1,1.07,2.33,-695.4608482,0.00000518,0.00000623,-0.00000767,0,-0.002
65,9,2,C1,1.07,2.33,-695.460139,-0.00000384,-0.00000438,0.00000488,0,0.001
65,9,5,C1,1.07,1.18,-695.4641043,-0.00007695,-0.0000135,0.00001935,0,-0.036
65,9,6,C1,1.07,2.33,-695.4589596,0.0000023,0.00000416,-0.00000447,0,-0.001
65,10,1,C1,1.07,2.33,-695.459642,-0.00000355,-0.00000251,0.000003,0,0
65,10,2,C1,1.07,2.33,-695.4590754,0.00000532,0.00000663,-0.00000743,0,-0.001
65,10,5,C1,1.07,2.32,-695.4589725,0.0000018,0.00000336,-0.00000387,0,-0.001
65,10,6,C1,1.07,1.18,-695.4621892,-0.00003438,-0.00003015,0.00003322,0,-0.001
65,10,9,C1,2.19,2.33,-695.4539902,0.00000051,0.00000064,-0.00000069,0,0
65,11,6,C1,1.07,2.32,-695.4578894,0.00000209,0.00000264,-0.00000285,0,0
65,11,10,C1,2.19,2.33,-695.4527114,-0.00000033,-0.00000041,0.00000045,0,0
65,13,9,C1,1.18,2.33,-695.4597933,-0.00000031,0.00000024,-0.00000027,0,0
65,14,9,C1,2.32,2.33,-695.4545942,0.00000017,0.00000019,-0.00000023,0,0
65,14,10,C1,1.18,2.33,-695.4577604,0.00000067,0.00000071,-0.0000009,0,0
65,15,10,C1,2.32,2.33,-695.4534789,-0.00000026,-0.0000003,0.00000036,0,0
65,17,1,C1,1.07,1.13,-695.4645808,-0.00003885,0.0000016,0.00001516,0,-0.015
65,17,2,C1,1.07,2.16,-695.4603065,0.00000014,0.00000238,-0.0000021,0,-0.001
65,17,5,C1,1.07,1.32,-695.4604223,-0.00002828,-0.00002028,0.00003693,0,0.005
65,17,6,C1,1.07,2.16,-695.4592317,-0.00000115,0.00000036,-0.00000189,0,-0.002
65,17,9,C1,2.16,2.33,-695.4550328,-0.00000085,-0.00000098,0.00000121,0,0
65,17,10,C1,2.16,2.33,-695.4538915,0.00000047,0.00000055,-0.00000064,0,0
65,18,1,C1,1.05,1.07,-695.4628135,-0.00002865,0.00000114,0.00003021,0,0.001
65,18,2,C1,1.05,1.07,-695.4651807,-0.00005808,0.00006303,0.00005518,0,-0.002
65,18,5,C1,1.05,1.07,-695.4615322,0.00000449,0.00002336,-0.00002245,0,-0.011
65,18,6,C1,1.05,1.07,-695.4606724,0.00005517,0.00006931,-0.00002949,0,0.016
65,18,9,C1,1.05,2.33,-695.456329,-0.00000031,-0.00000025,0.00000027,0,0
65,18,10,C1,1.05,2.33,-695.4551902,-0.00000048,-0.00000015,0.00000016,0,0
65,18,17,C1,1.05,2.16,-695.4566258,-0.00000159,0.00000072,-0.00000088,0,-0.002
65,19,2,C1,1.07,1.86,-695.4602002,-0.00000685,-0.00000319,0.00000373,0,-0.002
65,19,18,C1,1.05,2.19,-695.4560044,-0.00000103,-0.00000008,0.00000016,0,-0.001
65,21,1,C1,1.07,2.09,-695.460954,-0.00000151,0.00000411,-0.00000737,0,-0.006
65,21,2,C1,1.07,2.16,-695.4598902,-0.00000919,-0.00001055,0.0000122,0,0.002
65,21,5,C1,1.07,1.13,-695.4634477,-0.00007101,0.00001197,0.00002175,0,-0.031
65,21,6,C1,1.07,2.16,-695.4588237,0.00001345,0.0000169,-0.00002013,0,-0.004
65,21,9,C1,1.32,2.16,-695.4548747,0.00000107,0.00000164,-0.00000184,0,0
65,21,10,C1,2.16,2.33,-695.453541,-0.00000005,-0.00000004,0.00000004,0,0
65,21,17,C1,1.18,2.16,-695.4588891,0.00000067,0.00000403,-0.00000612,0,-0.003
65,21,18,C1,1.05,2.16,-695.4559948,-0.00000124,-0.00000005,-0.00000013,0,-0.001
65,22,1,C1,1.05,1.07,-695.4614489,-0.00002143,0.00001063,-0.0000268,0,-0.03
65,22,2,C1,1.05,1.07,-695.4612412,0.00001181,0.00004832,-0.00004841,0,-0.023
65,22,5,C1,1.05,1.07,-695.4611972,0.00003274,0.00010263,-0.00006073,0,-0.018
65,22,6,C1,1.05,1.07,-695.463201,-0.00002081,-0.00004083,0.00010505,0,0.053
65,22,9,C1,1.05,2.33,-695.4556369,-0.00000014,0.00000066,-0.00000091,0,-0.001
65,22,10,C1,1.05,1.32,-695.45469,-0.00001056,-0.00000348,0.00000372,0,-0.004
65,22,17,C1,1.05,2.16,-695.4558153,-0.00000346,-0.00000148,0.00000216,0,-0.001
65,22,18,C1,1.05,1.05,-695.4613024,0.0000723,0.00008004,-0.00001792,0,0.034
65,22,21,C1,1.05,2.16,-695.4555845,-0.00001824,-0.0000173,0.00001735,0,-0.001
65,23,2,C1,1.07,2.19,-695.45873,-0.0000089,-0.00000928,0.00001062,0,0.001
65,23,6,C1,1.07,1.86,-695.4582114,0.00000009,0.00000171,-0.00000219,0,-0.001
65,23,18,C1,1.05,2.32,-695.4550479,0.00000057,0.00000113,-0.00000133,0,0
65,23,22,C1,1.05,2.19,-695.4544295,0.00000232,0.0000029,-0.00000325,0,-0.001
65,25,5,C1,1.07,2.09,-695.4601063,-0.00000533,-0.00000263,0.00000245,0,-0.002
65,25,9,C1,1.13,2.33,-695.4582017,-0.00000067,0.00000021,-0.00000038,0,-0.001
65,25,21,C1,1.18,2.16,-695.4583983,-0.00000225,-0.00000139,0.0000013,0,-0.001
65,26,1,C1,1.07,2.41,-695.459403,0.00000048,0.0000012,-0.00000131,0,-0.001
65,26,2,C1,1.07,2.41,-695.458809,0.00000656,0.00000814,-0.00000928,0,-0.002
65,26,5,C1,1.07,2.19,-695.4585979,-0.0000012,-0.00000109,0.00000129,0,0
65,26,6,C1,1.07,2.09,-695.4580413,-0.00002202,-0.00002511,0.00002882,0,0.004
65,26,9,C1,1.86,2.33,-695.4540288,0.00000029,0.00000039,-0.00000045,0,0
65,26,10,C1,1.13,2.33,-695.4558134,-0.00000054,0.00000012,-0.00000006,0,0
65,26,14,C1,1.32,2.41,-695.4533802,-0.00000041,-0.00000046,0.00000053,0,0
65,26,17,C1,2.16,2.41,-695.4536392,0.00000043,0.0000005,-0.00000059,0,0
65,26,18,C1,1.05,2.41,-695.4550209,-0.0000013,-0.0000011,0.00000115,0,0
65,26,21,C1,2.16,2.32,-695.4533781,-0.00000069,-0.0000008,0.00000105,0,0
65,26,22,C1,1.05,1.18,-695.4584396,-0.0000035,0.00000962,-0.0000094,0,-0.008
65,26,25,C1,2.19,2.41,-695.4534648,-0.00000104,-0.00000121,0.0000014,0,0
65,27,6,C1,1.07,2.19,-695.4576576,0.00000883,0.00001077,-0.00001263,0,-0.002
65,27,10,C1,1.86,2.33,-695.4529126,-0.00000051,-0.00000058,0.00000067,0,0
65,27,22,C1,1.05,2.32,-695.4543187,-0.00000032,-0.00000025,0.00000024,0,0
65,27,26,C1,2.19,2.41,-695.4523731,0.00000066,0.00000076,-0.00000085,0,0
65,29,9,C1,2.09,2.33,-695.4556659,0.0000001,0.00000015,-0.00000015,0,0
65,30,9,C1,2.19,2.33,-695.4542681,-0.00000027,-0.0000003,0.00000033,0,0
65,30,10,C1,2.09,2.33,-695.4536354,0.00000009,0.00000008,-0.00000014,0,0
65,30,26,C1,1.18,2.41,-695.4573503,0.00000007,0.00000036,-0.00000032,0,0
65,31,10,C1,2.19,2.33,-695.4531304,0.00000022,0.00000028,-0.00000031,0,0
65,31,26,C1,2.32,2.41,-695.4530388,-0.00000007,-0.00000007,0.00000007,0,0
65,33,17,C1,1.13,2.16,-695.4586272,-0.00000285,-0.00000343,0.00000416,0,0.001
65,33,21,C1,1.32,2.16,-695.4548895,-0.00000016,-0.00000014,0.00000009,0,0
65,34,17,C1,1.86,2.16,-695.4550536,-0.00000122,-0.00000139,0.00000164,0,0
65,34,18,C1,1.05,1.13,-695.4593301,0.00000552,0.00001455,-0.00001732,0,-0.007
65,34,22,C1,1.05,1.32,-695.4552766,0.00000037,0.00000478,-0.00000522,0,-0.003
65,35,18,C1,1.05,1.86,-695.4563627,-0.00000075,0.00000037,-0.00000042,0,-0.001
65,37,17,C1,2.09,2.16,-695.4550865,-0.00000085,-0.00000101,0.00000116,0,0
65,37,21,C1,1.13,2.16,-695.4579026,-0.00000127,-0.00000077,0.000001,0,0
65,38,17,C1,2.16,2.19,-695.4536521,0.00000055,0.00000062,-0.00000065,0,0
65,38,18,C1,1.05,2.09,-695.4554084,0.00000157,0.00000224,-0.00000303,0,-0.001
65,38,21,C1,1.86,2.16,-695.4538488,-0.00000188,-0.00000214,0.00000263,0,0
65,38,22,C1,1.05,1.13,-695.4576885,-0.00000524,0.00000727,-0.00000684,0,-0.008
